,delivery,ball,rightHandedBat,rightArmedBowl,bowlingStyle,ballSpeed,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
125319,2.7.3,3,True,True,LEG_SPIN,25.067,0,0,0,,0.415,6.462,-0.477,0.657,0.0,0.0
125320,2.7.4,4,True,True,LEG_SPIN,25.417,0,0,0,,-0.071,6.748,0.266,0.784,0.0,0.0
125321,2.7.5,5,True,True,LEG_SPIN,25.675,1,1,1,,0.415,5.599,-0.638,0.564,14.0,41.0
125324,2.8.2,2,True,True,FAST_SEAM,38.692,2,2,2,,0.392,9.563,-0.107,1.241,78.0,47.0
125325,2.8.3,3,True,True,FAST_SEAM,38.235,0,0,0,,0.277,7.855,0.047,0.894,0.0,0.0
125326,2.8.4,4,True,True,FAST_SEAM,31.034,2,2,2,,-0.041,7.853,0.463,0.871,69.0,22.0
125327,2.8.5,5,True,True,FAST_SEAM,39.33,1,1,1,,0.197,7.682,0.295,0.951,60.0,13.0
125330,2.9.2,2,True,True,LEG_SPIN,24.417,6,6,6,,0.198,8.3,-0.282,0.754,91.0,43.0
125331,2.9.3,3,True,True,LEG_SPIN,24.653,1,1,1,,0.23,2.713,-0.276,0.551,69.0,52.0
125334,2.9.6,6,True,True,LEG_SPIN,25.761,1,1,1,,0.226,6.94,-0.209,0.83,35.0,59.0
125335,2.10.1,1,True,False,ORTHODOX,26.349,2,2,2,,0.029,5.843,0.271,0.652,74.0,34.0
125336,2.10.2,2,True,False,ORTHODOX,30.677,2,2,2,,0.792,5.158,-0.733,0.595,10.0,36.0
125337,2.10.3,3,True,False,ORTHODOX,26.02,1,1,1,,-0.042,7.041,0.55,0.391,74.0,36.0
125339,2.10.5,5,True,False,ORTHODOX,22.655,6,6,6,,0.753,7.383,-0.987,0.544,10.0,83.0
125340,2.10.6,6,True,False,ORTHODOX,25.772,0,0,0,,0.081,4.731,0.134,0.561,0.0,0.0
125344,2.11.4,3,True,True,LEG_SPIN,26.036,1,1,1,,0.7,5.809,-0.89,0.755,12.0,41.0
125346,2.11.6,5,True,True,LEG_SPIN,25.153,6,6,6,,0.374,8.699,-0.572,0.766,90.0,73.0
125347,2.11.7,6,True,True,LEG_SPIN,24.037,1,1,1,,0.74,3.357,-0.903,0.579,60.0,66.0
125348,2.12.1,1,True,False,ORTHODOX,27.309,6,6,6,,-0.017,6.868,0.452,0.72,87.0,73.0
125349,2.12.2,2,True,False,ORTHODOX,29.954,1,1,1,,0.002,2.325,0.071,0.336,51.0,59.0
125355,2.13.2,2,True,True,MEDIUM_SEAM,27.104,6,6,6,,0.52,5.95,-0.375,0.751,60.0,86.0
125356,2.13.3,3,True,True,MEDIUM_SEAM,28.847,4,4,4,,0.69,8.122,-0.207,1.03,87.0,22.0
125357,2.13.4,4,True,True,MEDIUM_SEAM,35.328,0,0,0,,0.353,5.722,-0.132,0.547,0.0,0.0
125358,2.13.5,5,True,True,MEDIUM_SEAM,29.614,1,1,1,,0.692,7.792,-0.141,0.872,35.0,61.0
125362,2.14.3,3,True,True,FAST_SEAM,39.11,0,0,0,,0.205,4.56,-0.101,0.532,0.0,0.0
125996,2.1.3,3,True,True,FAST_SEAM,40.167,0,0,0,,0.295,6.866,-0.086,0.792,0.0,0.0
125997,2.1.4,4,True,True,FAST_SEAM,41.073,4,4,4,,-0.149,2.718,0.276,0.25,49.0,0.0
125998,2.1.5,5,True,True,FAST_SEAM,40.143,4,4,4,,0.4,10.244,-0.009,1.333,83.0,20.0
125999,2.1.6,6,True,True,FAST_SEAM,40.119,1,1,1,,0.386,4.016,-0.245,0.457,42.0,41.0
126000,2.2.1,1,True,True,FAST_SEAM,39.783,2,2,2,,0.335,8.777,0.062,0.895,62.0,36.0
126001,2.2.2,2,True,True,FAST_SEAM,39.785,1,1,1,,0.209,8.14,-0.011,0.793,51.0,41.0
126006,2.3.1,1,True,True,OFF_SPIN,24.814,1,1,1,,0.351,6.796,-0.202,0.779,58.0,68.0
126008,2.3.3,3,True,True,OFF_SPIN,25.393,0,0,0,,0.235,5.385,0.097,0.648,0.0,0.0
126748,2.1.6,6,True,True,MEDIUM_SEAM,36.657,1,1,1,,0.42,8.309,-0.229,0.826,32.0,44.0
126749,2.2.1,1,True,False,MEDIUM_SEAM,38.082,1,1,1,,-0.2,9.035,0.011,1.091,69.0,39.0
126754,2.2.6,6,True,False,MEDIUM_SEAM,34.648,0,0,0,,-0.028,7.435,-0.386,0.816,0.0,0.0
126757,2.3.3,3,True,True,MEDIUM_SEAM,31.142,1,1,1,,0.419,9.835,-0.289,0.978,58.0,19.0
126759,2.3.5,5,True,True,MEDIUM_SEAM,-1.0,0,0,0,,0.583,7.103,-0.623,0.484,0.0,0.0
126760,2.3.6,6,True,True,MEDIUM_SEAM,30.308,1,1,1,,0.29,7.613,-0.188,0.746,54.0,64.0
126761,2.4.1,1,True,False,MEDIUM_SEAM,37.583,0,0,0,,-0.073,2.435,-0.006,0.32,0.0,0.0
126762,2.4.2,2,True,False,MEDIUM_SEAM,37.403,4,4,4,,-0.336,12.825,-0.225,1.786,88.0,39.0
126763,2.4.3,3,True,False,MEDIUM_SEAM,37.108,6,6,6,,-0.405,9.987,0.213,1.084,76.0,8.0
126764,2.4.4,4,True,False,MEDIUM_SEAM,36.835,1,1,1,,-0.174,9.573,-0.073,1.015,76.0,35.0
126765,2.4.5,5,True,False,MEDIUM_SEAM,38.639,0,0,0,,0.294,4.412,-0.485,0.425,0.0,0.0
126766,2.4.6,6,True,False,MEDIUM_SEAM,36.254,1,1,1,,-0.082,7.339,-0.293,0.73,27.0,53.0
126767,2.5.1,1,True,False,MEDIUM_SEAM,38.35,0,0,0,,-0.249,8.551,-0.016,0.808,0.0,0.0
127739,2.1.5,5,True,True,FAST_SEAM,41.521,4,4,4,,0.496,5.291,-0.42,0.636,0.0,44.0
127740,2.1.6,6,True,True,FAST_SEAM,41.942,1,1,1,,0.286,5.82,0.002,0.676,63.0,48.0
127746,2.2.6,6,True,False,SEAM,39.328,1,1,1,,0.235,6.961,-0.03,0.739,56.0,57.0
127747,2.3.1,1,True,True,FAST_SEAM,41.186,6,6,6,,0.172,5.416,-0.05,0.702,78.0,71.0
127748,2.3.2,2,True,True,FAST_SEAM,42.314,1,1,1,,-0.003,3.975,0.161,0.413,67.0,35.0
127750,2.3.4,4,True,True,FAST_SEAM,40.37,4,4,4,,0.153,2.846,-0.027,0.31,69.0,4.0
127751,2.3.5,5,True,True,FAST_SEAM,43.396,4,4,4,,0.239,4.564,-0.084,0.477,67.0,4.0
127752,2.3.6,6,True,True,FAST_SEAM,43.116,0,0,0,,0.173,5.778,0.069,0.575,0.0,0.0
128387,1.8.6,6,True,True,LEG_SPIN,23.621,0,0,0,,0.428,4.438,-0.385,0.799,0.0,0.0
128389,1.9.2,2,True,False,ORTHODOX,25.399,2,2,2,,0.096,4.013,-0.022,0.647,61.0,15.0
128390,1.9.3,3,True,False,ORTHODOX,25.507,0,0,0,,0.079,3.741,0.006,0.499,0.0,0.0
128391,1.9.4,4,True,False,ORTHODOX,24.957,4,4,4,,0.394,4.347,-0.345,0.572,1.0,59.0
128392,1.9.5,5,True,False,ORTHODOX,24.856,0,0,0,,0.054,5.613,0.055,0.699,0.0,0.0
128393,1.9.6,6,True,False,ORTHODOX,25.161,0,0,0,,-0.035,3.678,0.164,0.443,0.0,0.0
128398,1.10.5,5,True,True,LEG_SPIN,24.128,1,1,1,,0.006,6.411,0.034,0.756,69.0,48.0
128400,1.11.1,1,True,False,ORTHODOX,25.781,1,1,1,,0.237,2.788,-0.107,0.444,27.0,59.0
128402,1.11.3,3,True,False,ORTHODOX,25.921,6,6,6,,0.213,4.051,-0.243,0.683,23.0,82.0
128403,1.11.4,4,True,False,ORTHODOX,25.972,1,1,1,,0.002,4.152,0.114,0.541,65.0,53.0
128405,1.11.6,6,True,False,ORTHODOX,25.048,1,1,1,,0.054,5.047,0.013,0.68,65.0,55.0
128406,1.12.1,1,True,True,LEG_SPIN,22.373,1,1,1,,0.529,4.551,-0.89,0.613,16.0,53.0
128408,1.12.3,3,True,True,LEG_SPIN,23.457,0,0,0,,0.179,5.236,-0.413,0.82,0.0,0.0
128409,1.12.4,4,True,True,LEG_SPIN,20.809,1,0,1,Wd,0.745,5.817,-1.278,0.813,0.0,0.0
128410,1.12.5,4,True,True,LEG_SPIN,24.53,0,0,0,,0.432,5.021,-0.453,0.902,0.0,0.0
128414,1.13.2,2,True,True,OFF_SPIN,28.22,0,0,0,,-0.249,8.326,-0.22,0.725,0.0,0.0
128415,1.13.3,3,True,True,OFF_SPIN,28.889,1,1,1,,-0.251,6.856,-0.067,0.771,63.0,19.0
128420,1.14.2,2,True,True,FAST_SEAM,38.349,2,2,2,,0.622,9.626,-0.544,1.305,16.0,53.0
128421,1.14.3,3,True,True,FAST_SEAM,39.087,0,0,0,,0.325,6.395,-0.01,0.595,0.0,0.0
128422,1.14.4,4,True,True,FAST_SEAM,38.664,0,0,0,,0.457,9.781,-0.116,1.059,0.0,0.0
128423,1.14.5,5,True,True,FAST_SEAM,40.678,1,1,1,,0.361,7.01,-0.127,0.774,61.0,59.0
128433,1.16.3,3,True,True,FAST_SEAM,38.327,1,0,1,Wd,0.419,11.532,0.317,1.627,0.0,0.0
128434,1.16.4,3,True,True,FAST_SEAM,37.234,0,0,0,,0.564,7.172,-0.396,0.861,0.0,0.0
129498,2.5.4,4,True,True,MEDIUM_SEAM,36.38,0,0,0,,0.188,6.612,-0.293,0.741,0.0,0.0
129499,2.5.5,5,True,True,MEDIUM_SEAM,37.515,0,0,0,,0.42,6.817,-0.191,0.646,0.0,0.0
129500,2.5.6,6,True,True,MEDIUM_SEAM,36.562,0,0,0,,0.309,6.408,-0.333,0.692,0.0,0.0
129503,2.6.3,3,True,True,FAST_SEAM,39.422,0,0,0,,0.544,7.826,-0.389,1.035,0.0,0.0
129504,2.6.4,4,True,True,FAST_SEAM,35.246,2,2,2,,0.608,5.562,-0.655,0.651,17.0,22.0
129505,2.6.5,5,True,True,FAST_SEAM,38.961,0,0,0,,0.484,6.883,-0.364,0.876,0.0,0.0
129506,2.6.6,6,True,True,FAST_SEAM,36.178,0,0,0,,0.395,6.059,-0.309,0.737,0.0,0.0
129508,2.7.2,2,True,False,ORTHODOX,25.777,4,4,4,,0.092,4.517,0.074,0.714,3.0,20.0
129509,2.7.3,3,True,False,ORTHODOX,25.785,2,2,2,,0.202,5.08,-0.094,0.835,58.0,11.0
129510,2.7.4,4,True,False,ORTHODOX,27.357,1,1,1,,0.165,6.568,0.081,0.805,65.0,20.0
129521,2.9.3,3,True,True,FAST_SEAM,38.914,2,2,2,,0.45,11.763,-0.346,1.527,76.0,22.0
129522,2.9.4,4,True,True,FAST_SEAM,37.97,4,4,4,,0.381,5.045,-0.345,0.703,65.0,86.0
129523,2.9.5,5,True,True,FAST_SEAM,38.358,0,0,0,,0.471,7.153,-0.342,0.754,0.0,0.0
129524,2.9.6,6,True,True,FAST_SEAM,38.198,1,1,1,,0.383,6.243,-0.309,0.76,12.0,41.0
129525,2.10.1,1,True,True,MEDIUM_SEAM,37.948,0,0,0,,0.335,8.06,-0.275,0.722,0.0,0.0
129526,2.10.2,2,True,True,MEDIUM_SEAM,37.113,1,0,1,Wd,-0.264,3.939,0.456,0.461,0.0,0.0
129527,2.10.3,2,True,True,MEDIUM_SEAM,36.548,2,2,2,,0.437,8.556,-0.417,0.991,12.0,41.0
129528,2.10.4,3,True,True,MEDIUM_SEAM,38.539,4,4,4,,0.221,5.777,-0.082,0.523,91.0,57.0
129529,2.10.5,4,True,True,MEDIUM_SEAM,39.003,1,1,1,,0.354,6.084,-0.352,0.728,21.0,13.0
129532,2.11.1,1,True,False,MEDIUM_SEAM,33.258,2,2,2,,0.39,9.775,0.282,1.245,69.0,18.0
129533,2.11.2,2,True,False,MEDIUM_SEAM,37.178,0,0,0,,0.594,7.018,-0.186,0.871,0.0,0.0
129534,2.11.3,3,True,False,MEDIUM_SEAM,35.078,2,2,2,,0.722,9.105,-0.264,0.977,19.0,20.0
129535,2.11.4,4,True,False,MEDIUM_SEAM,37.126,1,1,1,,0.67,8.32,-0.272,1.009,14.0,41.0
129537,2.11.6,6,True,False,MEDIUM_SEAM,33.446,1,0,0,Lb,0.437,8.622,0.076,0.88,0.0,0.0
129538,2.12.1,1,True,True,MEDIUM_SEAM,37.001,0,0,0,,0.585,9.929,-0.7,1.392,0.0,0.0
129539,2.12.2,2,True,True,MEDIUM_SEAM,37.475,2,2,2,,0.693,9.623,-0.971,1.209,12.0,50.0
129540,2.12.3,3,True,True,MEDIUM_SEAM,38.803,4,4,4,,0.527,7.836,-0.748,0.932,1.0,20.0
129541,2.12.4,4,True,True,MEDIUM_SEAM,38.25,6,6,6,,0.487,7.252,-0.527,0.77,14.0,82.0
129542,2.12.5,5,True,True,MEDIUM_SEAM,37.864,0,0,0,,0.191,5.846,-0.053,0.576,0.0,0.0
129543,2.12.6,6,True,True,MEDIUM_SEAM,38.723,1,1,1,,0.278,4.557,-0.278,0.471,26.0,47.0
129544,2.13.1,1,True,True,LEG_SPIN,25.803,0,0,0,,0.34,5.456,-0.104,0.556,0.0,0.0
129545,2.13.2,2,True,True,LEG_SPIN,24.833,2,2,2,,0.281,7.868,-0.342,0.803,71.0,41.0
129546,2.13.3,3,True,True,LEG_SPIN,26.801,0,0,0,,0.582,5.044,-0.364,0.535,0.0,0.0
129547,2.13.4,4,True,True,LEG_SPIN,26.361,1,1,1,,0.45,5.924,-0.443,0.737,12.0,31.0
129551,2.14.2,2,True,True,MEDIUM_SEAM,37.067,0,0,0,,0.22,7.092,-0.09,0.839,0.0,0.0
129552,2.14.3,3,True,True,MEDIUM_SEAM,36.456,2,2,2,,0.24,8.021,-0.011,0.986,69.0,25.0
129553,2.14.4,4,True,True,MEDIUM_SEAM,36.466,1,1,1,,0.432,9.26,-0.299,1.069,35.0,59.0
129558,2.15.3,3,True,True,LEG_SPIN,26.323,4,4,4,,0.359,3.102,-0.23,0.547,30.0,86.0
129559,2.15.4,4,True,True,LEG_SPIN,25.853,4,4,4,,0.507,5.117,-0.605,0.698,1.0,25.0
129560,2.15.5,5,True,True,LEG_SPIN,25.194,4,4,4,,0.231,3.795,-0.071,0.577,83.0,68.0
129561,2.15.6,6,True,True,LEG_SPIN,25.735,1,1,1,,0.446,6.695,-0.56,0.68,10.0,36.0
129562,2.16.1,1,True,True,MEDIUM_SEAM,37.458,0,0,0,,0.17,6.606,-0.043,0.844,0.0,0.0
129563,2.16.2,2,True,True,MEDIUM_SEAM,37.559,0,0,0,,0.36,9.032,-0.204,1.152,0.0,0.0
129564,2.16.3,3,True,True,MEDIUM_SEAM,-1.0,1,1,1,,0.097,6.026,0.014,0.615,58.0,59.0
129571,2.17.4,4,True,True,LEG_SPIN,27.003,6,6,6,,0.016,6.135,0.102,0.833,74.0,86.0
129572,2.17.5,5,True,True,LEG_SPIN,25.026,1,1,1,,0.603,3.877,-0.44,0.523,71.0,59.0
129574,2.18.1,1,True,False,ORTHODOX,24.837,0,0,0,,0.343,6.113,-0.371,0.843,0.0,0.0
129575,2.18.2,2,True,False,ORTHODOX,24.461,1,1,1,,-0.126,5.161,0.332,0.678,65.0,20.0
130096,1.12.5,5,True,True,MEDIUM_SEAM,37.697,0,0,0,,0.489,8.421,-0.166,0.965,0.0,0.0
130097,1.12.6,6,True,True,MEDIUM_SEAM,35.972,0,0,0,,0.519,11.358,0.241,1.83,0.0,0.0
130100,1.13.3,3,True,True,LEG_SPIN,24.848,0,0,0,,0.344,4.655,-0.084,0.592,0.0,0.0
130101,1.13.4,4,True,True,LEG_SPIN,25.662,2,2,2,,0.252,5.879,0.176,0.783,74.0,46.0
130102,1.13.5,5,True,True,LEG_SPIN,25.99,0,0,0,,-0.032,5.574,0.181,0.797,0.0,0.0
130103,1.13.6,6,True,True,LEG_SPIN,26.422,1,1,1,,0.036,6.389,0.14,0.821,65.0,26.0
130104,1.14.1,1,True,False,ORTHODOX,26.215,1,1,1,,0.388,6.206,-0.282,0.647,25.0,59.0
130106,1.14.3,3,True,False,ORTHODOX,27.543,1,1,1,,0.544,5.545,-0.454,0.536,25.0,57.0
130108,1.14.5,5,True,False,ORTHODOX,28.062,1,1,1,,0.234,2.821,-0.127,0.41,63.0,57.0
130110,1.15.1,1,True,True,LEG_SPIN,25.809,1,1,1,,-0.038,5.556,0.151,0.836,63.0,35.0
130115,1.15.6,6,True,True,LEG_SPIN,24.956,2,2,2,,0.306,5.359,0.056,0.716,63.0,51.0
130118,1.16.3,3,True,True,MEDIUM_SEAM,36.09,0,0,0,,0.675,8.565,-0.951,1.011,0.0,0.0
132627,2.15.3,3,True,True,LEG_SPIN,24.051,0,0,0,,0.338,5.687,-0.768,0.725,0.0,0.0
132628,2.15.4,4,True,True,LEG_SPIN,24.844,0,0,0,,-0.163,4.967,0.041,0.69,0.0,0.0
132629,2.15.5,5,True,True,LEG_SPIN,25.961,1,1,1,,-0.101,5.564,-0.107,0.866,69.0,38.0
132631,2.16.1,1,True,True,FAST_SEAM,29.434,2,2,2,,0.517,8.988,-0.322,0.683,12.0,47.0
132632,2.16.2,2,True,True,FAST_SEAM,27.818,1,1,1,,0.718,5.602,-0.797,0.669,10.0,41.0
132634,2.16.4,4,True,True,FAST_SEAM,30.403,0,0,0,,0.479,9.863,-0.337,0.993,0.0,0.0
132635,2.16.5,5,True,True,FAST_SEAM,38.08,0,0,0,,0.398,8.719,-0.032,1.003,0.0,0.0
132636,2.16.6,6,True,True,FAST_SEAM,29.352,6,6,6,,0.524,3.791,-0.435,0.489,76.0,86.0
132642,2.17.6,6,True,True,FAST_SEAM,39.329,4,4,4,,0.242,7.14,-0.045,0.661,91.0,36.0
132645,2.18.3,2,True,True,FAST_SEAM,39.606,6,6,6,,0.319,4.524,-0.22,0.533,62.0,86.0
132646,2.18.4,3,True,True,FAST_SEAM,39.498,2,2,2,,0.731,3.15,-0.733,0.344,12.0,22.0
133456,2.5.1,1,True,True,FAST_SEAM,39.069,4,4,4,,0.566,7.591,-0.567,0.838,1.0,55.0
133457,2.5.2,2,True,True,FAST_SEAM,39.175,1,1,1,,0.25,8.34,0.071,0.881,67.0,24.0
133462,2.6.1,1,True,True,LEG_SPIN,25.443,1,1,1,,0.206,5.717,0.032,0.834,58.0,48.0
133466,2.6.5,5,True,True,LEG_SPIN,29.158,1,1,1,,0.186,6.779,0.081,0.74,61.0,57.0
133469,2.7.2,2,True,True,OFF_SPIN,25.167,1,1,1,,0.066,5.957,-0.014,0.689,63.0,53.0
133471,2.7.4,4,True,True,OFF_SPIN,25.982,1,1,1,,0.189,6.332,-0.159,0.653,25.0,35.0
133474,2.8.1,1,True,True,MEDIUM_SEAM,38.248,0,0,0,,0.18,6.901,0.23,0.751,0.0,0.0
133475,2.8.2,2,True,True,MEDIUM_SEAM,35.626,4,4,4,,0.316,11.555,0.083,1.582,76.0,11.0
133476,2.8.3,3,True,True,MEDIUM_SEAM,39.381,1,0,0,Lb,0.257,10.519,0.297,1.117,0.0,0.0
133480,2.9.1,1,True,True,OFF_SPIN,26.468,6,6,6,,0.501,6.206,-0.435,0.746,67.0,83.0
133481,2.9.2,2,True,True,OFF_SPIN,-1.0,0,0,0,,0.225,6.647,-0.351,0.744,0.0,0.0
133482,2.9.3,3,True,True,OFF_SPIN,26.644,0,0,0,,0.244,4.458,-0.176,0.747,0.0,0.0
133483,2.9.4,4,True,True,OFF_SPIN,24.59,2,2,2,,0.203,6.782,0.107,0.73,69.0,33.0
133484,2.9.5,5,True,True,OFF_SPIN,26.711,1,1,1,,0.255,4.819,-0.315,0.707,25.0,19.0
133488,2.10.3,3,True,True,MEDIUM_SEAM,39.639,0,0,0,,0.284,5.608,-0.052,0.656,0.0,0.0
133489,2.10.4,4,True,True,MEDIUM_SEAM,38.34,4,4,4,,-0.127,4.372,0.409,0.44,14.0,77.0
133490,2.10.5,5,True,True,MEDIUM_SEAM,38.234,2,2,2,,0.284,10.232,0.268,1.149,72.0,19.0
133491,2.10.6,6,True,True,MEDIUM_SEAM,37.534,1,1,1,,0.114,5.821,0.127,0.567,67.0,24.0
133492,2.11.1,1,True,True,LEG_SPIN,28.708,4,4,4,,0.407,5.457,-0.265,0.735,34.0,0.0
133493,2.11.2,2,True,True,LEG_SPIN,26.659,0,0,0,,0.465,5.446,-0.376,0.601,0.0,0.0
133494,2.11.3,3,True,True,LEG_SPIN,26.714,2,2,2,,0.551,4.626,-0.576,0.738,12.0,46.0
133495,2.11.4,4,True,True,LEG_SPIN,26.148,0,0,0,,0.457,7.531,-0.317,0.889,0.0,0.0
135883,2.4.3,3,True,False,MEDIUM_SEAM,36.818,1,1,1,,0.237,5.635,-0.503,0.672,14.0,24.0
135887,2.5.1,1,True,True,FAST_SEAM,40.138,4,4,4,,0.108,5.963,0.034,0.644,34.0,82.0
135888,2.5.2,2,True,True,FAST_SEAM,39.922,4,4,4,,0.437,4.993,-0.482,0.615,7.0,17.0
135889,2.5.3,3,True,True,FAST_SEAM,39.863,4,4,4,,0.203,7.588,-0.005,0.977,54.0,0.0
135890,2.5.4,4,True,True,FAST_SEAM,40.378,4,4,4,,0.253,4.362,-0.2,0.486,14.0,71.0
135891,2.5.5,5,True,True,FAST_SEAM,39.428,1,1,1,,0.283,8.768,-0.099,1.161,36.0,24.0
135895,2.6.3,3,True,False,MEDIUM_SEAM,32.071,0,0,0,,0.343,6.388,-0.778,0.826,0.0,0.0
135896,2.6.4,4,True,False,MEDIUM_SEAM,37.408,1,1,1,,0.792,0.799,-0.86,0.139,36.0,33.0
135900,2.7.2,1,True,True,LEG_SPIN,25.057,4,4,4,,0.688,5.832,-0.64,0.689,,
135901,2.7.3,2,True,True,LEG_SPIN,25.271,1,1,1,,-0.051,4.91,0.084,0.642,65.0,46.0
135905,2.7.7,6,True,True,LEG_SPIN,26.285,1,0,0,Lb,0.255,5.663,0.309,0.693,0.0,0.0
135906,2.8.1,1,True,True,FAST_SEAM,36.64,1,1,1,,0.206,5.134,-0.019,0.609,41.0,39.0
135908,2.8.3,3,True,True,FAST_SEAM,28.905,0,0,0,,0.151,2.137,-0.079,0.236,0.0,0.0
136611,2.1.1,1,True,True,FAST_SEAM,35.847,0,0,0,,0.548,7.783,-0.736,1.022,0.0,0.0
136612,2.1.2,2,True,True,FAST_SEAM,36.553,0,0,0,,0.496,7.425,-0.647,0.888,0.0,0.0
136613,2.1.3,3,True,True,FAST_SEAM,36.165,1,1,1,,0.394,7.437,-0.329,0.866,54.0,51.0
136616,2.1.6,6,True,True,FAST_SEAM,36.328,1,0,0,Lb,0.44,9.328,0.049,1.21,0.0,0.0
136617,2.2.1,1,True,True,FAST_SEAM,37.985,1,1,1,,0.267,8.046,0.154,0.966,67.0,15.0
136627,2.3.5,5,True,True,FAST_SEAM,37.322,0,0,0,,0.483,7.546,-0.34,0.892,0.0,0.0
136628,2.3.6,6,True,True,FAST_SEAM,36.537,0,0,0,,0.519,9.153,-0.164,1.073,0.0,0.0
137812,2.1.1,1,True,True,MEDIUM_SEAM,37.176,4,4,4,,0.076,4.444,-0.033,0.574,58.0,79.0
137813,2.1.2,2,True,True,MEDIUM_SEAM,37.261,2,2,2,,-0.124,5.333,0.27,0.54,67.0,15.0
137814,2.1.3,3,True,True,MEDIUM_SEAM,37.229,1,1,1,,0.375,8.931,-0.394,0.916,34.0,35.0
137818,2.2.1,1,True,False,MEDIUM_SEAM,34.922,0,0,0,,-0.093,6.405,-0.132,0.814,0.0,0.0
137819,2.2.2,2,True,False,MEDIUM_SEAM,37.066,0,0,0,,-0.067,6.709,-0.163,0.834,0.0,0.0
137820,2.2.3,3,True,False,MEDIUM_SEAM,32.247,1,1,1,,0.596,5.802,-1.138,0.656,34.0,15.0
137824,2.3.1,1,True,True,MEDIUM_SEAM,33.32,1,1,1,,0.434,7.856,-0.072,0.907,56.0,35.0
137826,2.3.3,3,True,True,MEDIUM_SEAM,33.523,0,0,0,,0.657,8.361,-0.743,0.938,0.0,0.0
137827,2.3.4,4,True,True,MEDIUM_SEAM,38.637,4,4,4,,0.508,12.744,0.151,1.599,78.0,15.0
137828,2.3.5,5,True,True,MEDIUM_SEAM,36.407,0,0,0,,0.554,9.828,-0.437,1.201,0.0,0.0
137829,2.3.6,6,True,True,MEDIUM_SEAM,34.136,2,2,2,,0.404,10.015,0.042,1.191,69.0,24.0
137832,2.4.3,3,True,False,MEDIUM_SEAM,36.992,1,0,0,Lb,-0.061,8.06,-0.048,0.977,0.0,0.0
137836,2.5.1,1,True,True,MEDIUM_SEAM,37.516,1,0,1,Wd,0.226,9.195,0.379,1.024,0.0,0.0
137837,2.5.2,1,True,True,MEDIUM_SEAM,33.668,4,4,4,,0.211,4.578,-0.027,0.571,58.0,77.0
137838,2.5.3,2,True,True,MEDIUM_SEAM,33.209,6,6,6,,0.53,5.698,-0.526,0.629,32.0,83.0
137839,2.5.4,3,True,True,MEDIUM_SEAM,36.88,0,0,0,,0.455,5.77,-0.382,0.554,0.0,0.0
137840,2.5.5,4,True,True,MEDIUM_SEAM,36.228,0,0,0,,0.45,12.951,-0.003,2.024,0.0,0.0
137841,2.5.6,5,True,True,MEDIUM_SEAM,36.485,2,2,2,,0.127,6.032,0.15,0.61,67.0,15.0
137842,2.5.7,6,True,True,MEDIUM_SEAM,36.655,0,0,0,,0.426,8.413,-0.175,0.952,0.0,0.0
137845,2.6.3,3,True,False,MEDIUM_SEAM,37.001,1,1,1,,-0.122,11.861,-0.376,1.617,76.0,53.0
137849,2.7.1,1,True,True,MEDIUM_SEAM,37.274,0,0,0,,0.061,2.399,-0.086,0.438,0.0,0.0
137850,2.7.2,2,True,True,MEDIUM_SEAM,36.425,1,1,1,,-0.056,6.818,0.261,0.822,69.0,37.0
137853,2.7.5,5,True,True,MEDIUM_SEAM,37.526,1,1,1,,0.88,5.293,-1.007,0.677,12.0,31.0
137856,2.8.2,2,True,False,ORTHODOX,26.431,4,4,4,,0.36,6.023,-0.499,0.844,23.0,6.0
137857,2.8.3,3,True,False,ORTHODOX,26.805,4,4,4,,-0.004,4.467,0.118,0.748,5.0,19.0
137858,2.8.4,4,True,False,ORTHODOX,25.877,0,0,0,,0.376,5.407,-0.653,0.987,0.0,0.0
137859,2.8.5,5,True,False,ORTHODOX,25.279,1,1,1,,0.197,4.948,-0.2,0.781,32.0,35.0
137865,2.9.5,5,True,True,MEDIUM_SEAM,37.495,1,1,1,,0.225,5.776,-0.112,0.623,38.0,42.0
137867,2.10.1,1,True,False,ORTHODOX,25.68,1,1,1,,0.171,5.843,-0.476,0.981,38.0,26.0
137869,2.10.3,3,True,False,ORTHODOX,27.428,0,0,0,,0.087,6.591,0.139,0.811,0.0,0.0
137870,2.10.4,4,True,False,ORTHODOX,26.778,0,0,0,,0.044,4.142,-0.102,0.751,0.0,0.0
137871,2.10.5,5,True,False,ORTHODOX,25.833,7,6,7,Nb,0.28,6.972,-0.343,0.889,81.0,64.0
137872,2.10.6,5,True,False,ORTHODOX,28.833,1,1,1,,-0.01,4.01,0.081,0.641,74.0,22.0
137879,2.11.6,4,True,True,MEDIUM_SEAM,27.425,0,0,0,,0.384,4.086,-0.189,0.529,0.0,0.0
137884,2.12.1,1,True,False,ORTHODOX,26.103,0,0,0,,0.008,4.914,-0.043,0.642,0.0,0.0
138670,1.1.1,1,True,True,MEDIUM_SEAM,38.268,0,0,0,,0.136,5.822,0.064,0.681,0.0,0.0
138671,1.1.2,2,True,True,MEDIUM_SEAM,38.302,0,0,0,,0.348,7.59,-0.14,0.92,0.0,0.0
138672,1.1.3,3,True,True,MEDIUM_SEAM,38.57,0,0,0,,0.503,7.75,-0.263,0.986,0.0,0.0
